map,id,register_no,name,date_iso,date_display,date_confidence,lat,lng,coord_precision,type,layer,summary,result,native_groups,sources,notes
borderlands-frontier,hms-raccoon-at-san-francisco,,HMS Raccoon at San Francisco,1814-03,March 1814,month,37.785,-122.46,place,event,british,"British warship from Columbia River. HMS Raccoon had seized Fort Astoria Dec 1813. Needed gunpowder. Crew deserting to Spanish protection as ""Roman Catholics."" Written in English in the archive.",British warship uses SF as supply port — War of 1812 reaches Pacific,,C-A 12; ca12-russian-california-documents.,
borderlands-frontier,eliza-s-activo-at-bodega-spain-s-last-pacific-ex,,Eliza's Activo at Bodega — Spain's Last Pacific Exploration,1793-08-09,"August 9, 1793",exact,38.332,-123.048,place,event,british,Eliza arrives in Activo after near-starvation NW Coast voyage. Spain's last Pacific exploration. The exhausted vessel barely makes it to Bodega — the empire's reach is collapsing.,Last Spanish Pacific exploration — barely survived,,Wagner 1931; C-A 14.,
borderlands-frontier,rezanov-arrives-on-juno,,Rezanov Arrives on Juno,1806-04,April 1806,month,37.787,-122.462,place,event,russian,"Nikolai Rezanov — Imperial Chamberlain, RAC shareholder, diplomat. Arrives at SF. Concepción Argüello courtship. Intelligence gathering on Spanish defenses. First Russian official at SF.",Russia assesses Spanish California firsthand,,Bancroft II; Gibson & Istomin 2014.,
borderlands-frontier,rac-fur-collecting-begins-at-bodega,,RAC Fur-Collecting Begins at Bodega,1807,1807–1810,range,38.338,-123.042,place,event,russian,130 Aleut hunters aboard Kodiak. First Russian representative: Tarakanov. 40+ Russians + 150 Indians by 1809 (Argüello report). Moraga protests — ignored.,Permanent Russian presence established — Spain protests but cannot act,,Milliken 2009:22–25; C-A 12.,
borderlands-frontier,130-bidarkas-in-san-francisco-bay,,130 Bidarkas in San Francisco Bay,1811,1811,year,37.78,-122.44,place,event,russian,130 Aleut bidarkas (kayaks) hunting sea otter inside San Francisco Bay. The Russians are inside Spain's premier port and Spain cannot stop them.,Russian hunting inside the Bay — sovereignty violated,,C-A 12 (Prov. St. Pap. XIX).,
borderlands-frontier,farallon-islands-russian-sealing-station,,Farallon Islands — Russian Sealing Station,1812,~1812–1840s,range,37.698,-123.002,place,event,russian,Russian sealing station on the Farallones — 18 miles off the coast of San Francisco. Aleut hunters camped seasonally. Spain/Mexico never contested it.,Russian territory visible from SF — unchallenged,,Bancroft II; Fort Ross sources.,
borderlands-frontier,kotzebue-visits-on-rurik,,Kotzebue Visits on Rurik,1816-10,October 1816,month,37.795,-122.448,place,event,russian,Otto von Kotzebue arrives at SF on scientific circumnavigation. Spain demands Ross abandonment. Diplomatic failure — Russia ignores the demand.,Spanish diplomatic protest — Russia ignores it,,"Gibson & Istomin, Doc 32.",
borderlands-frontier,golovnin-on-kamchatka-at-sf,,Golovnin on Kamchatka at SF,1818-09,September 1818,month,37.783,-122.465,place,event,russian,Captain Golovnin arrives at SF on world circumnavigation aboard Kamchatka. Same season as Russian Kutuzov and American Ontario. Three-power naval convergence in one month.,Three-power convergence: Russia + Russia + America in SF at once,,ca25-tomo-ix-gap-read; Golovnin 1979.,
borderlands-frontier,russian-kutuzov-at-sf,,Russian Kutuzov at SF,1818-09,September 1818,month,37.791,-122.442,place,event,russian,RAC vessel Kutuzov at SF alongside Golovnin's warship and American Ontario. Spanish garrison watches foreign warships parade through their port.,,,ca25-tomo-ix-gap-read.,
borderlands-frontier,vasiliev-corvettes-at-sf,,Vasiliev Corvettes at SF,1820-11,November 1820,month,37.781,-122.458,place,event,russian,"Two Russian warships anchor at SF — sailing past the fortress that had 6 functional cannons and no grapeshot. Argüello follows orders to receive them ""cordially and hospitably.""",Russian warships pass indefensible fortress — received as guests,,"C-A 13; ca13-prov-state-papers-xx-documents, Doc. 10.",
borderlands-frontier,hagemeister-treaty-with-kashaya-pomo,,Hagemeister Treaty with Kashaya Pomo,1817,1817,year,38.514,-123.244,place,event,russian,"Russia negotiates land cession with Kashaya Pomo chiefs — not Spanish authorities. ""Allies of Russia"" medals distributed 1819. Russians treat indigenous peoples as sovereign landowners because, north of the Bay, they are.",Russia treats Pomo as sovereign — Spain does not exist here,,hagemeister-pomo-treaty-1817; AVPRI documents.,
borderlands-frontier,battle-of-punta-de-guijarros-lelia-byrd,,Battle of Punta de Guijarros — Lelia Byrd,1803-03-21,"March 21, 1803",exact,32.673,-117.243,place,event,american,First naval engagement between a Spanish battery and foreign vessel. American smuggling + armed rescue + artillery duel. Shaler's crew put pistols to Spanish guards' chests. Ship escaped under grapeshot fire. Spanish soldiers were complicit in the otter skin trade.,First foreign attack on California — American smugglers,,C-A 11; lelia-byrd-punta-guijarros-1803.,
borderlands-frontier,american-frigate-at-sf-troop-crisis,,American Frigate at SF — Troop Crisis,1804-01,January 1804,month,37.775,-122.47,place,event,american,Damaged American frigate anchors in SF port. Argüello forced to pull invalidos (retired soldiers) from San José to augment escorts. Chronic troop shortage: presidio can't staff itself when a foreign ship appears.,One foreign ship exposes garrison collapse,,PP 0389; pueblo-papers-project.,
borderlands-frontier,uss-ontario-at-san-francisco,,USS Ontario at San Francisco,1818-09,September 1818,month,37.779,-122.455,place,event,american,American warship Ontario at SF — same month as Golovnin's Kamchatka and RAC Kutuzov. Three nations' vessels in the Bay simultaneously. Spain watches.,American warship in the Bay,,ca25-tomo-ix-gap-read.,
borderlands-frontier,mercury-trial-capt-eyres,,Mercury Trial — Capt. Eyres,1813,1813,year,34.42,-119.7,place,event,american,"Boston captain, 8 years trading with Russians and NW Coast Indians. Testimony at Santa Barbara. American commercial penetration of the coast — trading network connecting Boston, Russian Alaska, and California.",American-Russian commercial network exposed,,"C-A 12, scan n360.",
borderlands-frontier,anglo-american-vessel-blockades-guaymas,,Anglo-American Vessel Blockades Guaymas,1818-01,January 1818,month,27.92,-110.9,place,event,american,"Brig ""Cesak,"" Captain ""Clarick,"" raised American flag, fired 3 cannon shots, blockaded Guaymas. American aggression on Pacific coast in same period as Bouchard.",American naval aggression on Pacific coast,,"C-A 13; ca13-prov-state-papers-xx-documents, Doc. 13.",
borderlands-frontier,bouchard-s-attack-on-monterey,,Bouchard's Attack on Monterey,1818-11-20,"November 20–26, 1818",exact,36.598,-121.888,place,event,bouchard,"Argentine privateer: Argentina (38 guns) + Santa Rosa (26 guns), ~285 crew. 400 men landed. Presidio burned. Only time a California capital fell to a foreign enemy. Solá retreated to Salinas with archives + 6,000 cartridges.",MONTEREY FALLS — only foreign capture of a California capital,,bouchard-raid-1818; Bancroft II:227–243.,
borderlands-frontier,bouchard-at-refugio,,Bouchard at Refugio,1818-12-04,"December 4–6, 1818",exact,34.465,-120.07,place,event,bouchard,"Bouchard lands, plunders Ortega's rancho, kills cattle. 3 insurgents captured in ambush: Lt. William Taylor (Boston), Martin Romero (Paraguay), Mateo José Pascual.",Ranch plundered; 3 captured by Spanish ambush,,bouchard-raid-1818; Bancroft II:236–237.,
borderlands-frontier,bouchard-at-santa-barbara-guerra-s-bluff,,Bouchard at Santa Barbara — Guerra's Bluff,1818-12,December 1818,month,34.42,-119.7,place,event,bouchard,Bouchard anchors. Guerra bluffs with marching troops trick — soldiers march around a hill repeatedly to look like a large army. Prisoner exchange. No fighting.,Bluff succeeds — no attack,,bouchard-raid-1818; Bancroft II:237–239.,
borderlands-frontier,bouchard-at-san-juan-capistrano,,Bouchard at San Juan Capistrano,1818-12,December 1818,month,33.502,-117.663,place,event,bouchard,"Bouchard lands. Minor damage — straw houses burned, wine spilled. 4 insurgent deserters surrender.",Minor damage,,bouchard-raid-1818; Bancroft II:240–241.,
borderlands-frontier,la-perouse-at-monterey,,La Pérouse at Monterey,1786-09,September 1786,month,36.603,-121.892,place,event,french,"First foreign account of Spanish military capacity. Governor Fages tells La Pérouse ""North California has no northern boundary at all — it extends to Mount Saint Elias."" Reality: 282 soldiers for 800+ leagues of coast, 25 missions, ~50,000 Indians, only 10,000 Christian. Continental claim vs. actual control — 7 years before Nootka.",France sees through the fiction — 282 soldiers for 800 leagues,,laperouse-voyage-round-world-1799.,
borderlands-frontier,coast-miwok-intelligence-to-sal,,Coast Miwok Intelligence to Sal,1792-10-08,"October 8, 1792",exact,37.79,-122.457,place,event,indigenous,"Coast Miwok informant tells Commandant Sal two ships at Bodega — soldiers ""dressed like ours turned inside out."" Earliest warning of foreign presence, 3 weeks before diplomatic intelligence through official channels.",Indigenous networks faster than imperial intelligence,,"C-A 55, vi.67–68.",
borderlands-frontier,coast-miwok-deceive-goycoechea,,Coast Miwok Deceive Goycoechea,1793-08,August 1793,month,38.1,-122.85,place,event,indigenous,"Coast Miwok tell Goycoechea the eastern shores are ""impassable"" — he takes the harder western route via Marin headlands. Later admitted he was ""deceived."" Information control: indigenous peoples directing Spanish military movements.",Indigenous information warfare — Spain deceived,,Wagner 1931:342–345.,
borderlands-frontier,coast-miwok-calibrated-diplomacy-at-bodega,,Coast Miwok Calibrated Diplomacy at Bodega,1793-08,August 1793,month,38.335,-123.05,place,event,indigenous,"Coast Miwok ""prepared to give us battle"" — choose instead to present pinole and fruit. Not submission; calibrated response. They evaluated the Spanish party and chose diplomacy.",Military capability held in reserve — diplomacy chosen,,Wagner 1931:342–345.,
borderlands-frontier,coast-miwok-bilingual-intermediaries-at-tomales,,Coast Miwok Bilingual Intermediaries at Tomales,1793-10-20,"October 20, 1793",exact,38.228,-122.933,place,event,indigenous,"Coast Miwok calling ""Amico,"" speaking Spanish, pointing up lagoon repeating ""Spaniard."" Bilingual intermediaries positioning between British and Spanish empires. They know both powers and broker between them.",Trilingual positioning between empires,,Menzies 1924:302.,
borderlands-frontier,guirmenes-intel-on-bodega-keep-this-indian-happy,,"Guirmenes Intel on Bodega — ""Keep This Indian Happy""",1796,1796,year,38.34,-123.038,place,event,indigenous,"Indigenous informant (Guirmenes) reports no foreign ship at Bodega for 2 years. Governor orders: ""previene se tenga á ese indio contento"" (keep this Indian happy). Indigenous surveillance network sustained across years — Spain depends on it.",Spain pays for indigenous intelligence,,"C-A 24, n80, pp. 90–3.",
borderlands-frontier,suisun-resist-moraga-at-carquinez,,Suisun Resist Moraga at Carquinez,1810-05,May 1810,month,38.068,-122.22,place,event,indigenous,"Suisun warriors fight Moraga at the Strait. Had killed 16 Christians over prior 3 years. This is a military frontier — Spain fights across it, does not govern beyond it.",Indigenous military control of the Strait frontier,,battle-of-suisun-1810-primary-sources.,
borderlands-frontier,suispaques-evade-cabo-ortega,,Suispaques Evade Cabo Ortega,1811,1811,year,38.15,-122.05,place,event,indigenous,Cabo Ortega dispatched to capture Suispaques/Guispaques — returned without success. Indigenous captain later offered to return fugitives himself — on his own terms.,Indigenous autonomy — Spanish military cannot operate here,,C-A 26; ca26-prov-rec-xi-xii-survey.,
borderlands-frontier,chief-valli-ela-requests-russian-flag,,Chief Vallí-éla Requests Russian Flag,1818-09,September 1818,month,38.337,-123.045,place,event,indigenous,"Chief Vallí-éla of Bodega Miwok requests Russian protection and asks Golovnin for a Russian flag. ""Very glad to have Russian neighbors."" Three independent accounts (Golovnin, Matiushkin, Lütke). The indigenous chief chooses his empire.",Indigenous imperial choice — requests Russian protection,,Golovnin 1979:165 via Farris 1998:6; AVPRI deep read lines 176–190.,
borderlands-frontier,gualinela-s-armed-resistance-200-men,,Gualinela's Armed Resistance — 200 Men,1833,1833,year,38.342,-123.04,place,event,indigenous,"Chief Gualinela of Tiutume ranchería (Bodega), 43 people. 200 armed men — heathen + Christian neophytes from Mission San Rafael — band together to resist Mexican troops. Cross-mission alliance.",Armed indigenous coalition — 40 years of continuity at Bodega,,Farris 1998:7 (Vallejo report).,
borderlands-frontier,sal-s-boundary-letter-english-want-sf-bay-for-a,,"Sal's Boundary Letter — ""English Want SF Bay for a Boundary""",1792-10,October 1792,month,37.796,-122.449,place,event,intel,"Sal to Arrillaga: ""Segun sus opiniones, quieren los ingleses la boca de este puerto por línea divisoria."" Also reports one burst cannon, two English frigates at Bodega. Intelligence from Bodega y Quadra at Nootka.",THESIS-CRITICAL — the boundary claim stated explicitly,,"C-A 54, MS p. 119; bodega-failure-1793.",
